fioul,hydraulique,prevision_j,nature,ech_comm_italie,ech_physiques,ech_comm_angleterre,charbon,nucleaire,date_heure,heure,solaire,perimetre,ech_comm_espagne,consommation,pompage,ech_comm_suisse,date,gaz,bioenergies,gaz_cogen,taux_co2,ech_comm_allemagne_belgique,eolien,prevision_j1,recordid
492.0,6826.0,50000,Données définitives,-833.0,-4369.0,-1750.0,10.0,42053.0,2012-01-02 01:00:00+00:00,02:00,0.0,France,289.0,50399.0,-2413.0,-1510.0,2012-01-02,3851.0,675.0,ND,41.0,901,3274.0,51200,ceca3a04516317a49d248d4479c7b269248617af
,,50150,Données définitives,,,,,,2012-01-02 00:45:00+00:00,01:45,,France,,,,,2012-01-02,,,,,,,51200,ed4cfa9b7d45fb0cd8d909fe502c7075b0317520
492.0,6985.0,50300,Données définitives,-833.0,-4247.0,-1750.0,12.0,42806.0,2012-01-02 00:30:00+00:00,01:30,0.0,France,-690.0,50842.0,-3119.0,-1660.0,2012-01-02,3859.0,670.0,ND,40.0,737,3384.0,51200,d28eda922b57062cee3d32ec5b564b0190228d9c
,,50050,Données définitives,,,,,,2012-01-02 00:15:00+00:00,01:15,,France,,,,,2012-01-02,,,,,,,50550,35148e62c1bfc2c8a7c085b85c045b22376c5015
492.0,6875.0,49800,Données définitives,-833.0,-5557.0,-1750.0,11.0,44141.0,2012-01-02 00:00:00+00:00,01:00,0.0,France,-690.0,51404.0,-2624.0,-1660.0,2012-01-02,3859.0,671.0,ND,39.0,737,3536.0,49900,029e36da7731e1d37bd95cc47760056b836171ca
,,50950,Données définitives,,,,,,2012-01-01 23:45:00+00:00,00:45,,France,,,,,2012-01-02,,,,,,,50900,145c49a26a5193135e9e9b966ac294b52c5e8f61
492.0,6972.0,52100,Données définitives,-833.0,-5972.0,-1750.0,12.0,45843.0,2012-01-01 23:30:00+00:00,00:30,0.0,France,-1200.0,53643.0,-1886.0,-2199.0,2012-01-02,3851.0,674.0,ND,37.0,219,3658.0,51900,9062d65fb3588d625e6c3fd228f12f7fb324a0f5
,,53000,Données définitives,,,,,,2012-01-01 23:15:00+00:00,00:15,,France,,,,,2012-01-02,,,,,,,52700,06154d809efc0c330f02018cb79e1269396bfbb3
492.0,7710.0,53900,Données définitives,-833.0,-6021.0,-1750.0,13.0,46354.0,2012-01-01 23:00:00+00:00,00:00,0.0,France,-1200.0,55164.0,-1669.0,-2199.0,2012-01-02,3841.0,674.0,ND,36.0,219,3771.0,53500,a45a259e3970d373dafd3b49146b4b06060943ce
,,54050,Données définitives,,,,,,2012-01-01 22:45:00+00:00,23:45,,France,,,,,2012-01-01,,,,,,,54200,011db6e8dee65841604c216cb58bcfcb269b60b4
492.0,8042.0,54600,Données définitives,-862.0,-6281.0,-1750.0,12.0,46261.0,2012-01-01 22:30:00+00:00,23:30,0.0,France,-1200.0,55634.0,-1281.0,-2854.0,2012-01-01,3823.0,677.0,ND,36.0,336,3890.0,54900,89c1caa944317ca5d88ade982a7d779919d15177
,,55350,Données définitives,,,,,,2012-01-01 22:15:00+00:00,23:15,,France,,,,,2012-01-01,,,,,,,55750,fa1dccfd72f47abbb3d88e1606f7b8b8ff18d830
493.0,9145.0,56100,Données définitives,-862.0,-8380.0,-1750.0,13.0,47046.0,2012-01-01 22:00:00+00:00,23:00,0.0,France,-1200.0,56577.0,-229.0,-2854.0,2012-01-01,3824.0,672.0,ND,34.0,336,3992.0,56600,3ea57dc8537f0afb6502672e7d43f6ad61bf3e16
,,55100,Données définitives,,,,,,2012-01-01 21:45:00+00:00,22:45,,France,,,,,2012-01-01,,,,,,,55600,d4d54f7839096a2de480ac3733b828cc90a1223d
493.0,7640.0,54100,Données définitives,-862.0,-8743.0,-1750.0,12.0,46569.0,2012-01-01 21:30:00+00:00,22:30,0.0,France,-1200.0,54348.0,-229.0,-2945.0,2012-01-01,3825.0,672.0,ND,35.0,-1846,4109.0,54600,f093a08267ffab3b1dc95803a4b9fe490a747240
,,53450,Données définitives,,,,,,2012-01-01 21:15:00+00:00,22:15,,France,,,,,2012-01-01,,,,,,,53950,bdb85a216dd29b34f4917c28e82174a0016309ee
493.0,7723.0,52800,Données définitives,-862.0,-8898.0,-1750.0,11.0,47272.0,2012-01-01 21:00:00+00:00,22:00,0.0,France,-1200.0,53890.0,-1486.0,-2945.0,2012-01-01,3817.0,680.0,ND,35.0,-1846,4278.0,53300,147a0153ab2d12dfac3f12597010a0dee30c38a7
,,53350,Données définitives,,,,,,2012-01-01 20:45:00+00:00,21:45,,France,,,,,2012-01-01,,,,,,,53800,82b8e7ef3055ebf00709f6d915998c5bbc042077
492.0,8054.0,53900,Données définitives,-862.0,-8753.0,-1750.0,10.0,47834.0,2012-01-01 20:30:00+00:00,21:30,0.0,France,-1200.0,54975.0,-1487.0,-3029.0,2012-01-01,3811.0,675.0,ND,35.0,-1739,4339.0,54300,7a091ea46a6f0936aaee56f9b1821c7f0296f1a3
,,54650,Données définitives,,,,,,2012-01-01 20:15:00+00:00,21:15,,France,,,,,2012-01-01,,,,,,,55050,d31897f02dfd451c5f9bd1e6a49a18c3cb8b4f74
492.0,8846.0,55400,Données définitives,-862.0,-9352.0,-1750.0,8.0,47869.0,2012-01-01 20:00:00+00:00,21:00,0.0,France,-1200.0,56054.0,-755.0,-3029.0,2012-01-01,3818.0,684.0,ND,34.0,-1739,4445.0,55800,e86734e4373321ae00069753e2d0c7425a04c1a7
,,55700,Données définitives,,,,,,2012-01-01 19:45:00+00:00,20:45,,France,,,,,2012-01-01,,,,,,,56100,a05620f2bc96aa5f136e12bf6a3d61143fb17aa7
494.0,9926.0,56000,Données définitives,-862.0,-9725.0,-1750.0,10.0,47576.0,2012-01-01 19:30:00+00:00,20:30,0.0,France,-1200.0,56946.0,-181.0,-3089.0,2012-01-01,3733.0,675.0,ND,33.0,-2495,4438.0,56400,79995bc298395cf3651092472b5b6d80f1e752aa
,,56300,Données définitives,,,,,,2012-01-01 19:15:00+00:00,20:15,,France,,,,,2012-01-01,,,,,,,56700,e5a0d0a86afdcaefe11936eeeb42e62d7f95049d
493.0,10589.0,56600,Données définitives,-862.0,-9676.0,-1750.0,9.0,47626.0,2012-01-01 19:00:00+00:00,20:00,0.0,France,-1200.0,57752.0,-181.0,-3089.0,2012-01-01,3731.0,670.0,ND,32.0,-2495,4491.0,57000,0aec54408c2868b30ad1ad0c0999eceb9f57966b
,,56500,Données définitives,,,,,,2012-01-01 18:45:00+00:00,19:45,,France,,,,,2012-01-01,,,,,,,56900,f5f594df213c54ace0226358e58be16cc421ff81
493.0,10737.0,56400,Données définitives,-862.0,-9757.0,-1750.0,5.0,47583.0,2012-01-01 18:30:00+00:00,19:30,0.0,France,-1200.0,57786.0,-181.0,-3143.0,2012-01-01,3720.0,675.0,ND,32.0,-2453,4511.0,56800,8f366e1decfd9f47a16a6b1001e65b51d666c1bf
,,56250,Données définitives,,,,,,2012-01-01 18:15:00+00:00,19:15,,France,,,,,2012-01-01,,,,,,,56650,c99acaeae56db9d651e7072eca449115198d8bb0
493.0,10468.0,56100,Données définitives,-862.0,-9641.0,-1750.0,6.0,47598.0,2012-01-01 18:00:00+00:00,19:00,0.0,France,-1200.0,57333.0,-502.0,-3143.0,2012-01-01,3712.0,674.0,ND,32.0,-2453,4526.0,56500,f64b26836c1cd4332a192a0fdc9fae1244a40643
,,55400,Données définitives,,,,,,2012-01-01 17:45:00+00:00,18:45,,France,,,,,2012-01-01,,,,,,,55850,c369f3f6c2a5c523ed08a66b7b1a8105c8275e0d
494.0,9641.0,54700,Données définitives,-861.0,-9629.0,-1750.0,8.0,47103.0,2012-01-01 17:30:00+00:00,18:30,0.0,France,-1200.0,56067.0,-502.0,-3111.0,2012-01-01,3717.0,677.0,ND,33.0,-2509,4559.0,55200,14a90a58a01cbd95d0671da0ede6313f74dd9a74
,,54050,Données définitives,,,,,,2012-01-01 17:15:00+00:00,18:15,,France,,,,,2012-01-01,,,,,,,54550,b5c0dd136bb5e77efebf52186e5d0d00875870ce
494.0,9485.0,53400,Données définitives,-861.0,-9822.0,-1750.0,9.0,46639.0,2012-01-01 17:00:00+00:00,18:00,0.0,France,-1200.0,54425.0,-1325.0,-3111.0,2012-01-01,3715.0,684.0,ND,34.0,-2509,4547.0,53900,b7077f66c009afd62e199cacae95f76bfbe6b13a
,,52000,Données définitives,,,,,,2012-01-01 16:45:00+00:00,17:45,,France,,,,,2012-01-01,,,,,,,52500,2cf055ffdce755a3480c70018005233164f456fc
493.0,8384.0,50600,Données définitives,-862.0,-10004.0,-1750.0,7.0,45457.0,2012-01-01 16:30:00+00:00,17:30,1.0,France,-1400.0,51586.0,-1649.0,-3115.0,2012-01-01,3717.0,680.0,ND,35.0,-2509,4499.0,51100,dfebe19dca1b8f3a21f05631b2bd8da46bd866b6
,,49400,Données définitives,,,,,,2012-01-01 16:15:00+00:00,17:15,,France,,,,,2012-01-01,,,,,,,49900,588543944552809f858859d1dba8fb0af725359c
494.0,7251.0,48200,Données définitives,-862.0,-9461.0,-1750.0,10.0,43726.0,2012-01-01 16:00:00+00:00,17:00,30.0,France,-1400.0,49256.0,-1650.0,-3115.0,2012-01-01,3711.0,689.0,ND,37.0,-2509,4457.0,48700,eeb92d312a650806aec928c4a6707d9c69addf8b
,,47650,Données définitives,,,,,,2012-01-01 15:45:00+00:00,16:45,,France,,,,,2012-01-01,,,,,,,48200,a89bcfa060371bd02807cb6a4e396f777140f45c
493.0,6772.0,47100,Données définitives,-862.0,-9263.0,-1750.0,11.0,43622.0,2012-01-01 15:30:00+00:00,16:30,104.0,France,-1400.0,48274.0,-2230.0,-2936.0,2012-01-01,3703.0,682.0,ND,38.0,-2042,4379.0,47700,387c12601e08d08cfdc064a3c925f707c8371af7
,,47050,Données définitives,,,,,,2012-01-01 15:15:00+00:00,16:15,,France,,,,,2012-01-01,,,,,,,47650,78b7fbe829a948318be20827b94f56381f5f93d8
493.0,6616.0,47000,Données définitives,-862.0,-9006.0,-1750.0,13.0,43727.0,2012-01-01 15:00:00+00:00,16:00,213.0,France,-1400.0,48335.0,-2463.0,-2936.0,2012-01-01,3698.0,679.0,ND,38.0,-2042,4364.0,47600,7bf9c65cf619924847c733b435ebe30b54c5a775
,,47300,Données définitives,,,,,,2012-01-01 14:45:00+00:00,15:45,,France,,,,,2012-01-01,,,,,,,47800,3b6c90c013c68f5f84b4f8addb1d07a525910e05
493.0,6607.0,47600,Données définitives,-862.0,-9151.0,-1750.0,12.0,43878.0,2012-01-01 14:30:00+00:00,15:30,335.0,France,-1400.0,48706.0,-2147.0,-2878.0,2012-01-01,3693.0,677.0,ND,38.0,-1843,4308.0,48000,0c6361526132d72051cb6b7cf60a6163af58bb15
,,47850,Données définitives,,,,,,2012-01-01 14:15:00+00:00,15:15,,France,,,,,2012-01-01,,,,,,,48200,13ecd6e47c159c6ccadafaa69e6066bd5aac10fd
493.0,6588.0,48100,Données définitives,-862.0,-9159.0,-1750.0,11.0,44048.0,2012-01-01 14:00:00+00:00,15:00,428.0,France,-1400.0,49148.0,-1910.0,-2878.0,2012-01-01,3697.0,685.0,ND,37.0,-1843,4267.0,48400,22c0bc515c02b2f88b3204a2d4d2bd989d6a496f
,,48700,Données définitives,,,,,,2012-01-01 13:45:00+00:00,14:45,,France,,,,,2012-01-01,,,,,,,48900,8c10a1712d4551d6a8551d93ee9a46439e05d5f0
494.0,6662.0,49300,Données définitives,-862.0,-9106.0,-1750.0,11.0,44881.0,2012-01-01 13:30:00+00:00,14:30,526.0,France,-1400.0,50375.0,-1737.0,-2605.0,2012-01-01,3744.0,706.0,ND,37.0,-1993,4195.0,49400,c9d0f07e5772cf9e7ae996c37e222b6d4ca13c90
,,49600,Données définitives,,,,,,2012-01-01 13:15:00+00:00,14:15,,France,,,,,2012-01-01,,,,,,,49900,ba4e69c14f0fa500a23da16d277d2058d7735ac6
493.0,7160.0,49900,Données définitives,-862.0,-8197.0,-1750.0,12.0,44082.0,2012-01-01 13:00:00+00:00,14:00,582.0,France,-1400.0,51025.0,-1708.0,-2605.0,2012-01-01,3777.0,701.0,ND,38.0,-1993,4123.0,50400,b30747edcf89ec83e31a7d2df6c564b640fd283f
,,50600,Données définitives,,,,,,2012-01-01 12:45:00+00:00,13:45,,France,,,,,2012-01-01,,,,,,,51100,9dc2135cd509bb9f10a8e511d2daf175ca5a94fa
493.0,7961.0,51300,Données définitives,-862.0,-8156.0,-1750.0,12.0,44657.0,2012-01-01 12:30:00+00:00,13:30,603.0,France,-1400.0,52421.0,-1710.0,-2605.0,2012-01-01,3783.0,703.0,ND,37.0,-1195,4074.0,51800,d25ad3aac2e96eb91c8cde4baf1a9d0550b98c39
,,52100,Données définitives,,,,,,2012-01-01 12:15:00+00:00,13:15,,France,,,,,2012-01-01,,,,,,,52700,1f442ddc47a1332c2d7f23c59e3df38c90949ae5
493.0,9003.0,52900,Données définitives,-862.0,-8093.0,-1750.0,11.0,44899.0,2012-01-01 12:00:00+00:00,13:00,627.0,France,-1400.0,53651.0,-1711.0,-2605.0,2012-01-01,3796.0,703.0,ND,36.0,-1195,3921.0,53600,95d79c0ca3b790e69eb88b0d8e10444cddd5b88e
,,52250,Données définitives,,,,,,2012-01-01 11:45:00+00:00,12:45,,France,,,,,2012-01-01,,,,,,,52600,0e3a4668439df7b5d8b1f3591a7657ae2aad3b9c
493.0,8311.0,51600,Données définitives,-862.0,-7986.0,-1750.0,11.0,44244.0,2012-01-01 11:30:00+00:00,12:30,623.0,France,-1400.0,52341.0,-1698.0,-2625.0,2012-01-01,3791.0,700.0,ND,37.0,-1104,3852.0,51600,c27aaa57ec7fc7b200d76e645dd96966064c4af8
,,50800,Données définitives,,,,,,2012-01-01 11:15:00+00:00,12:15,,France,,,,,2012-01-01,,,,,,,50800,cc4e3c7094ed2ab3226dd66ea3d1ca2b790c6372
493.0,8198.0,50000,Données définitives,-862.0,-8847.0,-1750.0,10.0,43940.0,2012-01-01 11:00:00+00:00,12:00,560.0,France,-1400.0,50975.0,-1687.0,-2625.0,2012-01-01,3810.0,685.0,ND,37.0,-1104,3815.0,50000,6d45a49fa2b7f14184f395e1e6ea4ea56f87a79f
,,49500,Données définitives,,,,,,2012-01-01 10:45:00+00:00,11:45,,France,,,,,2012-01-01,,,,,,,49750,4f86b83fc9133113af628c6839050943ed16fa81
492.0,7939.0,49000,Données définitives,-862.0,-9097.0,-1750.0,11.0,43583.0,2012-01-01 10:30:00+00:00,11:30,504.0,France,-1400.0,50043.0,-1657.0,-2733.0,2012-01-01,3812.0,687.0,ND,38.0,-1957,3770.0,49500,c73125ddadd255c0d6bf7e8c4f38e5bde033d927
,,48500,Données définitives,,,,,,2012-01-01 10:15:00+00:00,11:15,,France,,,,,2012-01-01,,,,,,,49250,068a68c743c0d917ae7c5d42f3482e30de1b80b4
493.0,7425.0,48000,Données définitives,-862.0,-7926.0,-1750.0,13.0,43068.0,2012-01-01 10:00:00+00:00,11:00,431.0,France,-1400.0,49114.0,-2579.0,-2733.0,2012-01-01,3823.0,688.0,ND,39.0,-1957,3679.0,49000,c24ff808b3c22e4f3dbda2f0a1a6324fb6325eb9
,,47700,Données définitives,,,,,,2012-01-01 09:45:00+00:00,10:45,,France,,,,,2012-01-01,,,,,,,48500,342d318389c00dd82edcb89537b5e578c18aabab
494.0,7398.0,47400,Données définitives,-862.0,-7797.0,-1750.0,12.0,42305.0,2012-01-01 09:30:00+00:00,10:30,320.0,France,-1400.0,48274.0,-2537.0,-2605.0,2012-01-01,3811.0,686.0,ND,40.0,-927,3582.0,48000,f9bf9418721e3a61888a1726c1e6d4fe134c10e8
,,46900,Données définitives,,,,,,2012-01-01 09:15:00+00:00,10:15,,France,,,,,2012-01-01,,,,,,,47550,2310abfdb24d97167e0dbfa1f8c7489bb6b39b15
493.0,7148.0,46400,Données définitives,-862.0,-7546.0,-1750.0,12.0,40493.0,2012-01-01 09:00:00+00:00,10:00,211.0,France,-1400.0,47421.0,-1469.0,-2605.0,2012-01-01,3818.0,684.0,ND,41.0,-927,3578.0,47100,9b9e834dd03b0d184a742782dd7d23e6efd99911
,,46000,Données définitives,,,,,,2012-01-01 08:45:00+00:00,09:45,,France,,,,,2012-01-01,,,,,,,46600,fce9d3113b7550c70ff44bda9728b65a62fdac0c
492.0,7134.0,45600,Données définitives,-862.0,-7508.0,-1750.0,15.0,39868.0,2012-01-01 08:30:00+00:00,09:30,114.0,France,-1400.0,46504.0,-1603.0,-2123.0,2012-01-01,3796.0,694.0,ND,41.0,-1262,3503.0,46100,02b11e91e7c78aee07dade340b770b1dd68357b3
,,45100,Données définitives,,,,,,2012-01-01 08:15:00+00:00,09:15,,France,,,,,2012-01-01,,,,,,,45500,ffe659573fff90e5d418b95b649e8c4923ae8eb2
493.0,7082.0,44600,Données définitives,-862.0,-5501.0,-1750.0,19.0,38323.0,2012-01-01 08:00:00+00:00,09:00,40.0,France,-1400.0,45730.0,-2759.0,-2123.0,2012-01-01,3797.0,704.0,ND,44.0,-1262,3532.0,44900,2a6eed7bf62a6456511925dc5042b235516e441c
,,44500,Données définitives,,,,,,2012-01-01 07:45:00+00:00,08:45,,France,,,,,2012-01-01,,,,,,,45000,a2f5804bd66af057e88a5b9bb59b073421f74c2d
492.0,7089.0,44400,Données définitives,-862.0,-5468.0,-1546.0,21.0,38050.0,2012-01-01 07:30:00+00:00,08:30,3.0,France,-1400.0,45686.0,-2626.0,-2105.0,2012-01-01,3819.0,705.0,ND,44.0,461,3601.0,45100,c8c028288a547d17639adb7a09f1c608d03d22e0
,,44550,Données définitives,,,,,,2012-01-01 07:15:00+00:00,08:15,,France,,,,,2012-01-01,,,,,,,45350,a558a9e41da185a2682531dc2510a6a8a6ef97d7
493.0,6824.0,44700,Données définitives,-862.0,-5216.0,-1546.0,21.0,38199.0,2012-01-01 07:00:00+00:00,08:00,0.0,France,-1400.0,45770.0,-2685.0,-2105.0,2012-01-01,3812.0,706.0,ND,44.0,461,3615.0,45600,223b3a207019a3ba66ff83ce9b44633204774c4f
,,44600,Données définitives,,,,,,2012-01-01 06:45:00+00:00,07:45,,France,,,,,2012-01-01,,,,,,,45450,a4d14b208661111df7f9d7c23b6761bec8951af9
492.0,6743.0,44500,Données définitives,-862.0,-5389.0,-1546.0,24.0,38334.0,2012-01-01 06:30:00+00:00,07:30,0.0,France,-1400.0,45637.0,-2691.0,-2105.0,2012-01-01,3818.0,703.0,ND,44.0,757,3604.0,45300,7b824595459736cd13d6f245679be5b0f158c96e
,,44500,Données définitives,,,,,,2012-01-01 06:15:00+00:00,07:15,,France,,,,,2012-01-01,,,,,,,45250,c5f2516d06cec61fae8b34566ab337cc828ef565
492.0,6462.0,44500,Données définitives,-862.0,-5214.0,-1546.0,23.0,38834.0,2012-01-01 06:00:00+00:00,07:00,0.0,France,-1400.0,45580.0,-3116.0,-2105.0,2012-01-01,3807.0,705.0,ND,44.0,757,3587.0,45200,405d179423b4692c306b4116278e1872f1e804cd
,,44600,Données définitives,,,,,,2012-01-01 05:45:00+00:00,06:45,,France,,,,,2012-01-01,,,,,,,45350,30977699351617f475ce2215a92a774585a1fd61
493.0,6441.0,44700,Données définitives,-862.0,-5001.0,-1750.0,24.0,39011.0,2012-01-01 05:30:00+00:00,06:30,0.0,France,-1400.0,45897.0,-3183.0,-2105.0,2012-01-01,3812.0,704.0,ND,44.0,1143,3597.0,45500,51751f1786aeab1e07b15430ffa529aabc1ad580
,,44750,Données définitives,,,,,,2012-01-01 05:15:00+00:00,06:15,,France,,,,,2012-01-01,,,,,,,45650,458bd2bb89d7ab367fcd4933d6ddd242fa8a85ee
492.0,6404.0,44800,Données définitives,-862.0,-6675.0,-1750.0,24.0,40612.0,2012-01-01 05:00:00+00:00,06:00,0.0,France,-1400.0,45827.0,-3075.0,-2105.0,2012-01-01,3779.0,712.0,ND,43.0,1143,3555.0,45800,852e2d6ec7db36eb86d08d5a38c5d9dd7bb6a2e9
,,45000,Données définitives,,,,,,2012-01-01 04:45:00+00:00,05:45,,France,,,,,2012-01-01,,,,,,,46150,c7e568ba5b07508c803e6bdde7a655a4216e0236
492.0,6407.0,45200,Données définitives,-862.0,-6818.0,-1750.0,24.0,40991.0,2012-01-01 04:30:00+00:00,05:30,0.0,France,-1400.0,46277.0,-2868.0,-2125.0,2012-01-01,3825.0,708.0,ND,43.0,-584,3517.0,46500,08cc3056c60adaf18c27ab52d6b8bfd5f5a9bbed
,,45450,Données définitives,,,,,,2012-01-01 04:15:00+00:00,05:15,,France,,,,,2012-01-01,,,,,,,46600,a3e4c1d200974c8a65185cee7d8a5e4e5c0136da
492.0,6498.0,45700,Données définitives,-862.0,-7957.0,-1750.0,23.0,41927.0,2012-01-01 04:00:00+00:00,05:00,0.0,France,-1400.0,46656.0,-2399.0,-2125.0,2012-01-01,3810.0,713.0,ND,41.0,-584,3548.0,46700,1ce0c0cbb25ab2c2ceea425227d182b0dc503484
,,46050,Données définitives,,,,,,2012-01-01 03:45:00+00:00,04:45,,France,,,,,2012-01-01,,,,,,,47250,44c0ae557d120d50e7e10c22da4671a57224741b
492.0,6471.0,46400,Données définitives,-862.0,-7803.0,-1750.0,24.0,42483.0,2012-01-01 03:30:00+00:00,04:30,0.0,France,-1400.0,47596.0,-2188.0,-2125.0,2012-01-01,3822.0,721.0,ND,41.0,-1967,3575.0,47800,4561442c9ed369753a8c1bf9af09cd64e8a167af
,,47000,Données définitives,,,,,,2012-01-01 03:15:00+00:00,04:15,,France,,,,,2012-01-01,,,,,,,48450,7904b993cb86d4a3b4aff39f3cbb7f9af86742b1
492.0,6559.0,47600,Données définitives,-862.0,-7993.0,-1750.0,24.0,44378.0,2012-01-01 03:00:00+00:00,04:00,0.0,France,-1400.0,49161.0,-2490.0,-2125.0,2012-01-01,3824.0,720.0,ND,40.0,-1967,3648.0,49100,328a0c1935a33187dae03c4594911341913fb21a
,,48400,Données définitives,,,,,,2012-01-01 02:45:00+00:00,03:45,,France,,,,,2012-01-01,,,,,,,49950,7fd35762053f661e8c99f88e8d8f5373b23553aa
491.0,6460.0,49200,Données définitives,-862.0,-8295.0,-1750.0,24.0,46306.0,2012-01-01 02:30:00+00:00,03:30,0.0,France,-1400.0,50664.0,-2495.0,-2125.0,2012-01-01,3818.0,726.0,ND,39.0,-2038,3628.0,50800,aaa086af2dda21087a7276e7e3f73a743d55e239
,,50150,Données définitives,,,,,,2012-01-01 02:15:00+00:00,03:15,,France,,,,,2012-01-01,,,,,,,51600,1193acc63944f148c4ced738a790302fe2d6804b
494.0,6507.0,51100,Données définitives,-862.0,-7827.0,-1750.0,25.0,47811.0,2012-01-01 02:00:00+00:00,03:00,0.0,France,-1400.0,52496.0,-2685.0,-2125.0,2012-01-01,3836.0,720.0,ND,38.0,-2038,3616.0,52400,7d8fb0074fd74b50070283728fadda3690255de6
,,52350,Données définitives,,,,,,2012-01-01 01:45:00+00:00,02:45,,France,,,,,2012-01-01,,,,,,,53950,c57a714c807323b1dff8ceb5920d11f0e7b058b6
492.0,6772.0,53600,Données définitives,-862.0,-7938.0,-1750.0,26.0,49917.0,2012-01-01 01:30:00+00:00,02:30,0.0,France,-1400.0,54911.0,-2486.0,-2327.0,2012-01-01,3836.0,720.0,ND,36.0,-1088,3572.0,55500,73cb224cc5a89340937a9b104ceffc322dda7469
,,54300,Données définitives,,,,,,2012-01-01 01:15:00+00:00,02:15,,France,,,,,2012-01-01,,,,,,,55750,1f113a065186c173aed759cd17425eb0ee5a2c20
492.0,7159.0,55000,Données définitives,-862.0,-9412.0,-1750.0,25.0,51625.0,2012-01-01 01:00:00+00:00,02:00,0.0,France,-1400.0,55532.0,-2449.0,-2327.0,2012-01-01,3839.0,719.0,ND,35.0,-1088,3535.0,56000,b8015177135c4922ea507befce43f3c1bb0f94e8
,,55200,Données définitives,,,,,,2012-01-01 00:45:00+00:00,01:45,,France,,,,,2012-01-01,,,,,,,56000,76c6d63a412a21d65e11691e28c4a593e9e5d501
491.0,7299.0,55400,Données définitives,-862.0,-9636.0,-1750.0,25.0,51950.0,2012-01-01 00:30:00+00:00,01:30,0.0,France,-1400.0,56075.0,-2134.0,-2625.0,2012-01-01,3832.0,722.0,ND,35.0,-2714,3526.0,56000,c2de8310c8af9692b60769fce7d99fcf74a454ed
,,55250,Données définitives,,,,,,2012-01-01 00:15:00+00:00,01:15,,France,,,,,2012-01-01,,,,,,,55600,f41913e9b0fb272269e5f6eceda597af94c75f5c
492.0,7598.0,55100,Données définitives,-862.0,-9993.0,-1750.0,25.0,51747.0,2012-01-01 00:00:00+00:00,01:00,0.0,France,-1400.0,56231.0,-1730.0,-2625.0,2012-01-01,3834.0,721.0,ND,34.0,-2714,3536.0,55200,fc70da6aa59168c74eb7687734fe68c5df6fedd4
,,56000,Données définitives,,,,,,2011-12-31 23:45:00+00:00,00:45,,France,,,,,2012-01-01,,,,,,,56200,3e1347f7bd32178bfc6993bb08140156fe60d226
492.0,7922.0,56900,Données définitives,-862.0,-9806.0,-1750.0,25.0,52697.0,2011-12-31 23:30:00+00:00,00:30,0.0,France,-1200.0,58315.0,-1139.0,-2625.0,2012-01-01,3816.0,719.0,ND,33.0,-2940,3588.0,57200,7596f27de0867a7f69e9757d875acdeabb20e570
,,57550,Données définitives,,,,,,2011-12-31 23:15:00+00:00,00:15,,France,,,,,2012-01-01,,,,,,,57700,7f164ea6a47e766ddf2fe187be317867c419927f
492.0,7922.0,58200,Données définitives,-862.0,-9806.0,-1750.0,25.0,52697.0,2011-12-31 23:00:00+00:00,00:00,0.0,France,-1200.0,58315.0,-1139.0,-2625.0,2012-01-01,3816.0,719.0,ND,33.0,-2940,3588.0,58200,35b44e405844b99ad1177067007ebce00234e941
