fioul,hydraulique,prevision_j,nature,ech_comm_italie,ech_physiques,ech_comm_angleterre,charbon,nucleaire,date_heure,heure,solaire,perimetre,ech_comm_espagne,consommation,pompage,ech_comm_suisse,date,gaz,bioenergies,gaz_cogen,taux_co2,ech_comm_allemagne_belgique,eolien,prevision_j1,recordid
,,64150,Données définitives,,,,,,2012-01-04 23:15:00+00:00,00:15,,France,,,,,2012-01-05,,,,,,,64100,8ab9fd3781fe45c62b7f4315eac88d11f35e76c6
491.0,8412.0,65300,Données définitives,-861.0,-7778.0,-1750.0,1.0,57929.0,2012-01-04 23:00:00+00:00,00:00,0.0,France,-1200.0,67042.0,-2118.0,-2090.0,2012-01-05,3814.0,707.0,ND,30.0,-857,5583.0,65200,00018a270990829b6d898af5f789b832c330b572
,,65550,Données définitives,,,,,,2012-01-04 22:45:00+00:00,23:45,,France,,,,,2012-01-04,,,,,,,65550,258b8033e22399b7c39cd3bffbe9be5ab72ab302
491.0,8332.0,65900,Données définitives,-862.0,-7716.0,-1750.0,4.0,58015.0,2012-01-04 22:30:00+00:00,23:30,0.0,France,-1200.0,67376.0,-1816.0,-2568.0,2012-01-04,3814.0,706.0,ND,30.0,-1070,5546.0,65900,ad27d0cd969b36bbcbdfc2ed2092a5f43a2acf61
,,66900,Données définitives,,,,,,2012-01-04 22:15:00+00:00,23:15,,France,,,,,2012-01-04,,,,,,,66900,1e92f6c17707594e5da649d1e99424a632705f6e
492.0,8713.0,67900,Données définitives,-862.0,-9111.0,-1750.0,1.0,59463.0,2012-01-04 22:00:00+00:00,23:00,0.0,France,-1200.0,68550.0,-1090.0,-2568.0,2012-01-04,3817.0,701.0,ND,29.0,-1070,5564.0,67900,d3aef44639fcb9dec2a4aea4d477f4febc49c41b
,,67150,Données définitives,,,,,,2012-01-04 21:45:00+00:00,22:45,,France,,,,,2012-01-04,,,,,,,67150,07b1c2093c1004dc3d774d933a57d20aa385ce76
490.0,8502.0,66400,Données définitives,-862.0,-9502.0,-1647.0,0.0,58449.0,2012-01-04 21:30:00+00:00,22:30,0.0,France,-1200.0,66878.0,-1183.0,-2903.0,2012-01-04,3819.0,707.0,ND,29.0,-2209,5596.0,66400,2d7efd12600f32f128f1d9f839b5f15b7e52e6a0
,,65900,Données définitives,,,,,,2012-01-04 21:15:00+00:00,22:15,,France,,,,,2012-01-04,,,,,,,65900,2533b0a3d722f0a0202749f27e651ae79d8e2461
491.0,8610.0,65400,Données définitives,-862.0,-10198.0,-1647.0,0.0,58623.0,2012-01-04 21:00:00+00:00,22:00,0.0,France,-1200.0,66808.0,-848.0,-2903.0,2012-01-04,3823.0,711.0,ND,29.0,-2209,5596.0,65400,a9f29695bffe9566183cac66bc478e8c68930f1a
,,66550,Données définitives,,,,,,2012-01-04 20:45:00+00:00,21:45,,France,,,,,2012-01-04,,,,,,,66550,a77726272346035f03155398b2191980d358a760
491.0,9511.0,67700,Données définitives,-862.0,-10064.0,-1670.0,0.0,59361.0,2012-01-04 20:30:00+00:00,21:30,0.0,France,-1200.0,68726.0,-705.0,-2807.0,2012-01-04,3861.0,708.0,ND,28.0,-3278,5563.0,67700,7ae379ca6f9bece540bf522d29749bb2a4e74a93
,,68950,Données définitives,,,,,,2012-01-04 20:15:00+00:00,21:15,,France,,,,,2012-01-04,,,,,,,68950,951db5a57be19691bfa3eac024f84a9850dc2f95
491.0,10802.0,70200,Données définitives,-862.0,-9626.0,-1670.0,0.0,59395.0,2012-01-04 20:00:00+00:00,21:00,0.0,France,-1200.0,70927.0,-156.0,-2807.0,2012-01-04,3836.0,703.0,ND,28.0,-3278,5482.0,70200,e348e74d1fd5fae2202402519d45cbd190b0099a
,,71350,Données définitives,,,,,,2012-01-04 19:45:00+00:00,20:45,,France,,,,,2012-01-04,,,,,,,71350,07b436a9b279cc2d44e8615ae1004e9e8093770e
493.0,12008.0,72500,Données définitives,-862.0,-9321.0,-1750.0,0.0,59919.0,2012-01-04 19:30:00+00:00,20:30,0.0,France,-1200.0,72985.0,-25.0,-2770.0,2012-01-04,3842.0,691.0,ND,27.0,-2487,5378.0,72500,098354f0af80f84f6f5dda95302133aa580bd541
,,73450,Données définitives,,,,,,2012-01-04 19:15:00+00:00,20:15,,France,,,,,2012-01-04,,,,,,,73450,5b4d93f98cd97e88861f90ce3441c0beea83a977
490.0,12865.0,74400,Données définitives,-862.0,-7684.0,-1750.0,0.0,59843.0,2012-01-04 19:00:00+00:00,20:00,0.0,France,-1200.0,75281.0,-24.0,-2770.0,2012-01-04,3849.0,702.0,ND,27.0,-2487,5241.0,74400,8fcf8a4fd09e070482f9ad276e472338360bdbf2
,,75350,Données définitives,,,,,,2012-01-04 18:45:00+00:00,19:45,,France,,,,,2012-01-04,,,,,,,75350,f5bc60b783a23a74702aaaf7ef528be610d7bba7
491.0,14556.0,76300,Données définitives,-862.0,-7686.0,-1750.0,0.0,60172.0,2012-01-04 18:30:00+00:00,19:30,0.0,France,-650.0,77173.0,-24.0,-2352.0,2012-01-04,3822.0,702.0,ND,26.0,-1662,5141.0,76300,d892806f9894dacef5e5f89cd15763cab4affcaa
,,77100,Données définitives,,,,,,2012-01-04 18:15:00+00:00,19:15,,France,,,,,2012-01-04,,,,,,,77100,c0422042202ec520d2668eb2ef445dbbd195da8b
490.0,14824.0,77900,Données définitives,-862.0,-6742.0,-1750.0,0.0,60253.0,2012-01-04 18:00:00+00:00,19:00,0.0,France,-650.0,78337.0,-24.0,-2352.0,2012-01-04,3863.0,690.0,ND,26.0,-1662,4984.0,77900,e0d98b6265b488dcde64d4f82d1fff0f0a4939d2
,,77150,Données définitives,,,,,,2012-01-04 17:45:00+00:00,18:45,,France,,,,,2012-01-04,,,,,,,77200,67765076f619ec6050fef039c92fb160e1b07556
491.0,13809.0,76400,Données définitives,-862.0,-6727.0,-1750.0,0.0,60047.0,2012-01-04 17:30:00+00:00,18:30,0.0,France,760.0,76912.0,-23.0,-2302.0,2012-01-04,3873.0,676.0,ND,27.0,-2294,4766.0,76500,fb70298841fbae7b782dfa9fc8107ceef4cc4daa
,,75650,Données définitives,,,,,,2012-01-04 17:15:00+00:00,18:15,,France,,,,,2012-01-04,,,,,,,75850,5b78236a809ae7942f76bb8fd0aeac5c1990b6de
492.0,14662.0,74900,Données définitives,-862.0,-8955.0,-1750.0,0.0,60363.0,2012-01-04 17:00:00+00:00,18:00,1.0,France,760.0,75482.0,-23.0,-2302.0,2012-01-04,3852.0,683.0,ND,26.0,-2294,4407.0,75200,7806d94c4936f9dcab07246ff0abe6d6ba375ff8
,,73250,Données définitives,,,,,,2012-01-04 16:45:00+00:00,17:45,,France,,,,,2012-01-04,,,,,,,73600,3eaf09be5e087070b63883d889e302fe803ed5c8
492.0,12383.0,71600,Données définitives,-862.0,-9194.0,-1750.0,0.0,60032.0,2012-01-04 16:30:00+00:00,17:30,2.0,France,999.0,72475.0,-24.0,-2878.0,2012-01-04,3851.0,682.0,ND,27.0,-4582,4250.0,72000,f22ddf31a8084785ff940a52803dbf2d2b75013a
,,70150,Données définitives,,,,,,2012-01-04 16:15:00+00:00,17:15,,France,,,,,2012-01-04,,,,,,,70650,c2e10cf869ba2aa8b6e9f8c4802b580dc5fb7f63
582.0,11242.0,68700,Données définitives,-862.0,-10736.0,-1750.0,0.0,59729.0,2012-01-04 16:00:00+00:00,17:00,43.0,France,999.0,69470.0,-16.0,-2878.0,2012-01-04,3851.0,698.0,ND,29.0,-4582,4076.0,69300,357c8c3aea9c6eebad102d0c93f6692140a743f9
,,68200,Données définitives,,,,,,2012-01-04 15:45:00+00:00,16:45,,France,,,,,2012-01-04,,,,,,,68850,0a96e3af2f6c15684fe0ea3a9666cc21322b07e6
577.0,10620.0,67700,Données définitives,-862.0,-10717.0,-1218.0,0.0,59887.0,2012-01-04 15:30:00+00:00,16:30,146.0,France,-947.0,68859.0,-8.0,-3099.0,2012-01-04,3769.0,698.0,ND,29.0,-3938,3888.0,68400,5a06d12b4aa72269226bc027c785a6d94627e56d
,,67450,Données définitives,,,,,,2012-01-04 15:15:00+00:00,16:15,,France,,,,,2012-01-04,,,,,,,68250,67cb5f95fa8b22f687d87727fcfc53a180ebfeb8
537.0,9963.0,67200,Données définitives,-862.0,-10121.0,-1218.0,0.0,59749.0,2012-01-04 15:00:00+00:00,16:00,313.0,France,-947.0,68710.0,-24.0,-3099.0,2012-01-04,3754.0,689.0,ND,28.0,-3938,3850.0,68100,2d65e5410af6f4985c4f335d1b0822215bc81095
,,67150,Données définitives,,,,,,2012-01-04 14:45:00+00:00,15:45,,France,,,,,2012-01-04,,,,,,,68500,8ea7c68c33cbc9615a89cd5168e9e7f707b58826
493.0,10148.0,67100,Données définitives,-861.0,-10394.0,-1269.0,0.0,59726.0,2012-01-04 14:30:00+00:00,15:30,444.0,France,-1200.0,68648.0,-24.0,-2903.0,2012-01-04,3752.0,683.0,ND,28.0,-3436,3820.0,68900,dda94bbbd123e89b616cd086a0cc4d98b2c59ed8
,,67450,Données définitives,,,,,,2012-01-04 14:15:00+00:00,15:15,,France,,,,,2012-01-04,,,,,,,69450,06f812e8e8a9537aad486bcf48732402a0d4066f
493.0,10143.0,67800,Données définitives,-861.0,-9526.0,-1269.0,0.0,59515.0,2012-01-04 14:00:00+00:00,15:00,602.0,France,-1200.0,69402.0,-154.0,-2903.0,2012-01-04,3745.0,683.0,ND,28.0,-3436,3901.0,70000,5b406951c44024579fddb97be79ac667feb1278a
,,68550,Données définitives,,,,,,2012-01-04 13:45:00+00:00,14:45,,France,,,,,2012-01-04,,,,,,,70700,001abdc49493c38056c2f9d57738dd2c0a597e87
491.0,10912.0,69300,Données définitives,-862.0,-9214.0,-1269.0,0.0,59691.0,2012-01-04 13:30:00+00:00,14:30,697.0,France,-1200.0,70657.0,-185.0,-2889.0,2012-01-04,3721.0,692.0,ND,27.0,-2513,3852.0,71400,dc9f523f7f38a78fb1784b405c2f13bc2fdec1f4
,,69400,Données définitives,,,,,,2012-01-04 13:15:00+00:00,14:15,,France,,,,,2012-01-04,,,,,,,71600,e279899c13ad0cedb735ceb3104a0d0d3583d44e
492.0,11185.0,69500,Données définitives,-862.0,-9377.0,-1269.0,0.0,59731.0,2012-01-04 13:00:00+00:00,14:00,782.0,France,-1200.0,70932.0,-53.0,-2889.0,2012-01-04,3713.0,685.0,ND,27.0,-2513,3774.0,71800,4d08a0050896e60b2d89f0f5f98c0164609e034e
,,69650,Données définitives,,,,,,2012-01-04 12:45:00+00:00,13:45,,France,,,,,2012-01-04,,,,,,,71800,11a6eaf28b0192a666b7665677aa19712ec31865
491.0,11860.0,69800,Données définitives,-862.0,-9596.0,-1367.0,0.0,59783.0,2012-01-04 12:30:00+00:00,13:30,858.0,France,-1125.0,71342.0,-18.0,-2890.0,2012-01-04,3609.0,688.0,ND,27.0,-2706,3667.0,71800,203dc016f6db0ac624b2259c738d3c550d489993
,,70850,Données définitives,,,,,,2012-01-04 12:15:00+00:00,13:15,,France,,,,,2012-01-04,,,,,,,72650,8fa992a2c6adc56369a7c35db2d00735f19b82dd
850.0,11569.0,71900,Données définitives,-862.0,-8708.0,-1367.0,0.0,59952.0,2012-01-04 12:00:00+00:00,13:00,895.0,France,-1125.0,72381.0,-18.0,-2890.0,2012-01-04,3620.0,682.0,ND,30.0,-2706,3539.0,73500,80364452b0d55d4a44cd436009cae499f9d2d2a3
,,71300,Données définitives,,,,,,2012-01-04 11:45:00+00:00,12:45,,France,,,,,2012-01-04,,,,,,,72800,babdfef5c52bd5f1946c3b827c006ce113ec49e2
841.0,11491.0,70700,Données définitives,-862.0,-8632.0,-1362.0,0.0,60081.0,2012-01-04 11:30:00+00:00,12:30,908.0,France,-854.0,72394.0,-18.0,-2853.0,2012-01-04,3623.0,678.0,ND,30.0,-2339,3421.0,72100,4bf5690b36ac26b8b568eb4c0442ba99dda8c70d
,,71250,Données définitives,,,,,,2012-01-04 11:15:00+00:00,12:15,,France,,,,,2012-01-04,,,,,,,72750,46eeede9d3d9cb39bfb5acf815174c1effe6cad3
960.0,12026.0,71800,Données définitives,-862.0,-8282.0,-1362.0,0.0,60087.0,2012-01-04 11:00:00+00:00,12:00,841.0,France,-854.0,73199.0,-10.0,-2853.0,2012-01-04,3615.0,672.0,ND,31.0,-2339,3289.0,73400,448d661efc6d7edede33acffe59bacdb3307db22
,,71750,Données définitives,,,,,,2012-01-04 10:45:00+00:00,11:45,,France,,,,,2012-01-04,,,,,,,73350,7517b8d1bd833056cc458b3b8b5da37ae4bf406a
955.0,12017.0,71700,Données définitives,-862.0,-8166.0,-1346.0,0.0,59998.0,2012-01-04 10:30:00+00:00,11:30,760.0,France,-749.0,73046.0,-2.0,-2742.0,2012-01-04,3614.0,666.0,ND,31.0,-2207,3204.0,73300,a9ed4dd086d67a26d2826a8475e4a2cb3ee63271
,,71750,Données définitives,,,,,,2012-01-04 10:15:00+00:00,11:15,,France,,,,,2012-01-04,,,,,,,72900,b6ede104842c8948a8fd9a33796f210597bfd3d2
